author,date,comment
Peter Paras,2015-08-02T04:00:00.000Z,"At the end of the campaign, you'll most likely be surprised to find that the one person who hung out with you was really three, or four, or more. What's more surprising was that seeing all the people I'd come into contact with hits me emotionally. I don't know them, but I 'know' them."
Peter Taylor,2022-01-31T00:00:00.000Z,"God of War showcases what can be done when time is taken with the periphery as well as the main story. By taking the time to weave the strong foundation that is the Norse Mythology with that of the Kratos' history with Greek Mythology, Santa Monica Studio have crafted a truly intriguing world to inhabit. ‍"
Phil Hornshaw,2022-01-12T00:00:00.000Z,"God of War isn't drastically different on PC when compared to the PS4 version that launched back in 2018, but its little improvements are definitely nice ones, making this a solid PC port overall. There isn't reason enough here to buy a second copy of the game if you've already played, necessarily, but the PC version is a great reason to check out God of War for the first time for anybody who hasn't had a chance to experience it. God of War remains an excellent, gorgeous, affecting action game, and with the port to PC, it gets a handful of nice, if somewhat minor, improvements."
PJ O'Reilly,2020-03-14T00:00:00.000Z,Red Dead Redemption 2 is Rockstar's greatest achievement to date – an epic Western masterpiece set in a phenomenally-detailed recreation of 1890's America. Top-notch acting across the board brings its beautifully-written cast of characters to life and the riveting central story is surrounded on all sides by an almost endless array of deep and satisfying side activities that serve to further ground you in the life and times of Arthur Morgan and the Van der Linde gang. A must-have title for your Xbox One.
Ralph Beentjes,2022-03-24T00:00:00.000Z,"With the next-gen version Rockstar has brought us the ultimate version of Grand Theft Auto 5. The graphics have been improved a lot, the loading times are much faster and the PS5-version even has a couple of features for the DualSense controller. The question, however, is whether you want to replay the same adventure again, as there is no new content, nor any improvements or additions to the gameplay. A version purely made for newcomers or true fans of GTA 5."
Randy Kalista,2015-09-01T04:00:00.000Z,"Journey is masterful. It's meaningful. You won't remember the details of every journey, but every journey is unforgettable. You'll have no choice but to play it again and again."
Reid McCarter,2015-05-01T00:00:00.000Z,"Needless to say, the 2013 release of Rockstar North’s Grand Theft Auto V generated a great deal of excitement."
Richard Bouvier,2017-09-10T04:00:00.000Z,"Journey is a unique, exhilarating and inspiring experience. I have been playing video games for over 30 years. In that time games have matured into a narrative medium capable of making you laugh, to cry, to fear to hate and maybe most impressive of all to mourn and to love. The medium when used effectively can inspire great emotion and spur great philosophical debate. Through active immersion games can easily enchant you in ways traditional passive media simply can’t. In a wonderful and impactful game such as Journey those memories and those experiences will haunt you long after the credits roll."
Rob Larkin,2021-08-18T00:00:00.000Z,"Action roguelikes is a genre seeing a bit of a surge of new entires lately, and Hades is as good or better as anything you will find in that field. It offers an overall experience in storytelling and gameplay that is top-notch regardless of genre. It's this incredibly unique type of game and play loop that turns your every failure and death into a reward of unlocking more story, injecting more humor, and inviting you to take a stab at one more run. It's won numerous game of the year awards on PC, and there is no reason for those accolades to stop with the port to consoles. Just don't forget to give Cerebus a pet on your way to the next run."
Rob Pitt,2021-08-22T00:00:00.000Z,"I have to agree, Hades deserved every single award and critically acclaimed review it received, it’s one of the best roguelike games I’ve played on PlayStation. The visuals, voice acting, music, and gameplay all work perfectly together, creating a very polished, addictive, and challenging, yet rewarding experience which you’ll instantly become hooked on and find hard to put down. The game does suffer from a lack of variety when you’re playing in long sessions, but that’s because the game is beautifully hand-crafted rather than procedurally generated, so it’s to be expected. If you’re not mesmerised by the satisfying combat, strategically planning your upgrades and boon pick-ups, or wiping your sweaty palms after an intense boss fight, you’ll be fully engaged with the brilliant narrative and interesting NPC interactions."
Robert Yatco,2022-01-20T00:00:00.000Z,"This is a really great PC Port. While there may not be any new post-launch content here, it's just a prettier version of an already excellent game. For those who haven't played this game and have the PC specs to run it well, God of War for the PC is a must-play!"
Rubén Rionegro,2019-11-25T00:00:00.000Z,"Red Dead redemption 2 is the same console game but even better. This new version comes with a lot of exclusive content and very juicy improvements like playing at 60fps, new accessories for the campaign mode, an improved photo mode or the possibility to use mods. Unfortunately the optimization is not as good as we would like and we will have to wait for a patch that solves it. Apart from that, this is a real masterpiece and one of the best games ever. It would be a total irresponsibility not to play it."
Rubén Rionegro,2019-06-12T00:00:00.000Z,"Journey is one of the best games-experience ever created, if not the best. Its capacity to transmit so many emotions and feelings has rarely been seen so effectively and forcefully. It is, however, a prerequisite to open your mind and understand that video games can go beyond mere entertainment, sometimes focusing on simply provoking an emotional reaction."
